,GMSD,PSNR,SSIM,VIF
0,0.17252935,15.2189745,0.800868138,0.13224102
1,0.284915864,16.60581589,0.814030595,0.256302436
2,0.154492457,18.92427075,0.852393866,0.473211325
3,0.154214294,20.16827363,0.847763399,0.613680326
4,0.153847724,20.35651773,0.854905677,0.62163223
5,0.124877183,23.42779398,0.902289417,0.808195404
6,0.11643819,24.2676722,0.899214126,0.849730586
7,0.106510683,24.99498594,0.901638968,0.872743408
8,0.098990798,25.50445397,0.899811574,0.889622981
9,0.092884892,26.03255155,0.902863561,0.893489336
10,0.092757342,26.06804826,0.903868406,0.892813544
11,0.089753731,26.34919481,0.9085419,0.897240267
12,0.087140589,27.04604391,0.91407665,0.913737974
13,0.086501758,27.11250267,0.915197383,0.916076036
14,0.08305489,27.40980785,0.915155248,0.921273489
15,0.082649232,27.47133416,0.916138548,0.922962329
16,0.082467013,27.5034106,0.915645786,0.924456855
17,0.08008543,27.84712673,0.922977198,0.928284021
18,0.079980804,27.86815195,0.922821238,0.929472591
19,0.078156855,27.92031147,0.923282842,0.930476691
